State,Jurisdiction,All,Yes,No,County,Facility
Indiana,Dubois County - Dubois County Corr. Fac.,99,43,56,Dubois County,Dubois County Corr. Fac.
Indiana,Noble County - Noble County Jail,95,33,62,Noble County,Noble County Jail
Indiana,Madison County - Madison County Jail,94,41,53,Madison County,Madison County Jail
Indiana,La Porte County - In Dept. Of Corrections,72,25,47,La Porte County,In Dept. Of Corrections
Indiana,Hancock County - Hancock County Jail,67,32,35,Hancock County,Hancock County Jail
Indiana,Boone County - Boone County Sheriff/Jail,64,1,63,Boone County,Boone County Sheriff/Jail
Indiana,Marion County - Indianapolis Hold Room,54,1,53,Marion County,Indianapolis Hold Room
Indiana,Daviess County - Daviess County Jail,47,9,38,Daviess County,Daviess County Jail
Indiana,Grant County - Grant County Jail,43,24,19,Grant County,Grant County Jail
Indiana,Monroe County - Monroe County Jail,39,7,32,Monroe County,Monroe County Jail
Indiana,Porter County - Porter County Sheriff,34,13,21,Porter County,Porter County Sheriff
Indiana,Randolph County - Randolph County Jail,33,16,17,Randolph County,Randolph County Jail
Indiana,Knox County - Knox County Jail,30,4,26,Knox County,Knox County Jail
Indiana,Delaware County - Delaware County Jail,30,8,22,Delaware County,Delaware County Jail
Indiana,Gibson County - Gibson County Jail,27,3,24,Gibson County,Gibson County Jail
Indiana,Newton County - Newton County Jail,26,8,18,Newton County,Newton County Jail
Indiana,La Porte County - Westville Corr. Center,24,14,10,La Porte County,Westville Corr. Center
Indiana,Morgan County - Morgan County Jail,18,1,17,Morgan County,Morgan County Jail
Indiana,Howard County - Howard County Sheriff/Jail,18,3,15,Howard County,Howard County Sheriff/Jail
Indiana,Whitley County - Whitley County Jail,17,4,13,Whitley County,Whitley County Jail
Indiana,Warrick County - Warrick County Jail,16,1,15,Warrick County,Warrick County Jail
Indiana,Jasper County - Jasper County Sheriff/Jail,16,2,14,Jasper County,Jasper County Sheriff/Jail
Indiana,Owen County - Owen County Jail,15,2,13,Owen County,Owen County Jail
Indiana,Putnam County - Putnamville Corr. Inst.,15,11,4,Putnam County,Putnamville Corr. Inst.
Indiana,Miami County - Miami Correctional Center,15,10,5,Miami County,Miami Correctional Center
Indiana,Elkhart County - Elkhart Police Dept.,13,,13,Elkhart County,Elkhart Police Dept.
Indiana,Parke County - Rockville Corr. Facility,12,9,3,Parke County,Rockville Corr. Facility
Indiana,Henry County - Henry County Jail,12,2,10,Henry County,Henry County Jail
Indiana,Adams County - Adams County Jail,12,2,10,Adams County,Adams County Jail
Indiana,Jay County - Jay County Jail,11,1,10,Jay County,Jay County Jail
Indiana,De Kalb County - Dekalb County Jail,10,5,5,De Kalb County,Dekalb County Jail
Indiana,Wells County - Wells County Jail,10,5,5,Wells County,Wells County Jail
Indiana,Pike County - Pike County Jail,9,1,8,Pike County,Pike County Jail
Indiana,Madison County - Correctional Industrial Facility,8,3,5,Madison County,Correctional Industrial Facility
Indiana,Huntington County - Huntington County Jail,8,,8,Huntington County,Huntington County Jail
Indiana,Madison County - Pendleton Corr.Facility,6,2,4,Madison County,Pendleton Corr.Facility
Indiana,Orange County - Orange County Jail,5,2,3,Orange County,Orange County Jail
Indiana,Lawrence County - Lawrence County Jail,4,,4,Lawrence County,Lawrence County Jail
Indiana,Lake County - East Chicago Police Dept.,4,2,2,Lake County,East Chicago Police Dept.
Indiana,Greene County - Green County Jail,4,1,3,Greene County,Green County Jail
Indiana,Marion County - Indiana Womens Prison,4,1,3,Marion County,Indiana Womens Prison
Indiana,Blackford County - Blackford County Jail,4,,4,Blackford County,Blackford County Jail
Indiana,Knox County - Southwest Youth Village,4,4,,Knox County,Southwest Youth Village
Indiana,Martin County - Martin County Jail,3,2,1,Martin County,Martin County Jail
Indiana,Clark County - Clark County Juvenile,3,2,1,Clark County,Clark County Juvenile
Indiana,Posey County - Posey County Jail,3,,3,Posey County,Posey County Jail
Indiana,Sullivan County - Sullivan County Jail,3,1,2,Sullivan County,Sullivan County Jail
Indiana,Wayne County - Wayne County Jail,2,1,1,Wayne County,Wayne County Jail
Indiana,Perry County - Branchville Correctional,2,1,1,Perry County,Branchville Correctional
Indiana,Clay County - Clay County Justice Center,2,1,1,Clay County,Clay County Justice Center
Indiana,La Porte County - Idoc Lakeside Correc. Facility,2,,2,La Porte County,Idoc Lakeside Correc. Facility
Indiana,Parke County - Parke County Sheriff/Jail,2,1,1,Parke County,Parke County Sheriff/Jail
Indiana,Sullivan County - Wabash Valley Correctonal Center,1,,1,Sullivan County,Wabash Valley Correctonal Center
Indiana,La Porte County - La Porte County Sheriff/Jail,1,,1,La Porte County,La Porte County Sheriff/Jail
Indiana,Lake County - Hobart Police Dept.,1,1,,Lake County,Hobart Police Dept.
Idaho,All,"11,030","7,791","3,239",All,All
Idaho,Canyon County - Haile Detention. Center,"1,447","1,160",287,Canyon County,Haile Detention. Center
Idaho,Ada County - Ada County Jail,"1,112",629,483,Ada County,Ada County Jail
Idaho,Canyon County - Canyon County Jail,"1,053",606,447,Canyon County,Canyon County Jail
Idaho,Twin Falls County - Twin Falls County Jail,"1,036",811,225,Twin Falls County,Twin Falls County Jail
Idaho,Jerome County - Jerome County Jail,929,741,188,Jerome County,Jerome County Jail
Idaho,Cassia County - Minicassia Detention Center,902,683,219,Cassia County,Minicassia Detention Center
Idaho,Bonneville County - Bonneville Co. Jail,877,710,167,Bonneville County,Bonneville Co. Jail
Idaho,"Ada County - Idaho State Prison, Boise",598,289,309,Ada County,"Idaho State Prison, Boise"
Idaho,Gooding County - Gooding County Jail,424,341,83,Gooding County,Gooding County Jail
Idaho,Bingham County - Bingham County Jail,260,214,46,Bingham County,Bingham County Jail
Idaho,Elmore County - Elmore County Jail,255,163,92,Elmore County,Elmore County Jail
Idaho,Madison County - Madison County Jail,251,203,48,Madison County,Madison County Jail
Idaho,Bannock County - Bannock County Jail,217,151,66,Bannock County,Bannock County Jail
Idaho,Blaine County - Blaine County Jail,201,147,54,Blaine County,Blaine County Jail
Idaho,"Ada County - Us Marshal's Service, Id",194,47,147,Ada County,"Us Marshal's Service, Id"
Idaho,Jefferson County - Jefferson County Jail,161,133,28,Jefferson County,Jefferson County Jail
Idaho,Power County - Power County Jail,142,112,30,Power County,Power County Jail
Idaho,Fremont County - Fremont County Jail,139,101,38,Fremont County,Fremont County Jail
Idaho,Payette County - Payette County Jail,127,94,33,Payette County,Payette County Jail
Idaho,Owyhee County - Owyhee County Jail,125,84,41,Owyhee County,Owyhee County Jail
Idaho,Kootenai County - Kootenai County,106,84,22,Kootenai County,Kootenai County
Idaho,Valley County - Valley County Jail,86,56,30,Valley County,Valley County Jail
Idaho,Washington County - Washington County Jail,78,50,28,Washington County,Washington County Jail
Idaho,Teton County - Teton County Jail,48,23,25,Teton County,Teton County Jail
Idaho,Gem County - Gem County Jail,33,26,7,Gem County,Gem County Jail
Idaho,Ada County - Idaho State Corr. Fac.-Limited,28,9,19,Ada County,Idaho State Corr. Fac.-Limited
Idaho,Butte County - Butte County Jail,22,13,9,Butte County,Butte County Jail
Idaho,Oneida County - Oneida County Jail,21,12,9,Oneida County,Oneida County Jail
Idaho,Caribou County - Caribou County Jail,19,12,7,Caribou County,Caribou County Jail
Idaho,Clark County - Clark County Jail,17,14,3,Clark County,Clark County Jail
Idaho,Franklin County - Franklin County Jail,17,10,7,Franklin County,Franklin County Jail
Idaho,Nez Perce County - Nez Perce County Jail,15,14,1,Nez Perce County,Nez Perce County Jail
Idaho,Ada County - Boise Hold Room,14,2,12,Ada County,Boise Hold Room
Idaho,Adams County - Adams County Jail,13,8,5,Adams County,Adams County Jail
Idaho,Custer County - Custer County Jail,11,8,3,Custer County,Custer County Jail
Idaho,Bonner County - Bonner County Detention Center,8,5,3,Bonner County,Bonner County Detention Center
Idaho,Cassia County - Cassia County Sheriff/Jail,8,4,4,Cassia County,Cassia County Sheriff/Jail
Idaho,Lemhi County - Lemhi County Jail,7,6,1,Lemhi County,Lemhi County Jail
Idaho,Latah County - Latah County Jail,7,5,2,Latah County,Latah County Jail
Idaho,Fremont County - Five County Juv Det Center,6,4,2,Fremont County,Five County Juv Det Center
Idaho,Shoshone County - Shoshone Co Public Safety Facili,4,3,1,Shoshone County,Shoshone Co Public Safety Facili
Idaho,Twin Falls County - Snake River Juvenile,3,,3,Twin Falls County,Snake River Juvenile
Idaho,Boundary County - Boundary County,2,1,1,Boundary County,Boundary County
Idaho,Bannock County - Pocatello Women's Corr,2,,2,Bannock County,Pocatello Women's Corr
Idaho,Idaho County - Idaho County Jail,2,1,1,Idaho County,Idaho County Jail
Idaho,Idaho County - North Idaho Correctional,1,1,,Idaho County,North Idaho Correctional
Idaho,Minidoka County - Mini-Cassia Juvenile Det. Center,1,,1,Minidoka County,Mini-Cassia Juvenile Det. Center
Idaho,Camas County - Camas County Jail,1,1,,Camas County,Camas County Jail
Nebraska,All,"10,740","5,743","4,997",All,All
Nebraska,Douglas County - Douglas County Correction Facilit,"2,408","1,455",953,Douglas County,Douglas County Correction Facilit
Nebraska,Hall County - Hall County Department of Correction,"1,453",926,527,Hall County,Hall County Department of Correction
Nebraska,Lancaster County - Nebraska Dept Of Correcti,"1,069",506,563,Lancaster County,Nebraska Dept Of Correcti
Nebraska,"Platte County - Platte County Jail, Nebr.",812,424,388,Platte County,"Platte County Jail, Nebr."
Nebraska,Dawson County - Dawson County Jail,663,431,232,Dawson County,Dawson County Jail
Nebraska,"Douglas County - Us Marshals, Ne District, Omaha",516,32,484,Douglas County,"Us Marshals, Ne District, Omaha"
Nebraska,Sarpy County - Sarpy County Jail,450,228,222,Sarpy County,Sarpy County Jail
Nebraska,Lancaster County - Lancaster County Jail,423,252,171,Lancaster County,Lancaster County Jail
Nebraska,Dakota County - Dakota County Jail,355,216,139,Dakota County,Dakota County Jail
Nebraska,Scotts Bluff County - Scotts Bluff Co Jail,242,143,99,Scotts Bluff County,Scotts Bluff Co Jail
Nebraska,Madison County - Madison County Jail,236,107,129,Madison County,Madison County Jail
Nebraska,Saline County - Saline County Jail,220,117,103,Saline County,Saline County Jail
Nebraska,Buffalo County - Buffalo County Jail,214,129,85,Buffalo County,Buffalo County Jail
Nebraska,Dodge County - Dodge County Jail,206,51,155,Dodge County,Dodge County Jail
Nebraska,"Lancaster County - Us Marshals, Ne District, Linco",147,12,135,Lancaster County,"Us Marshals, Ne District, Linco"
Nebraska,Lincoln County - Lincoln County Jail,125,89,36,Lincoln County,Lincoln County Jail
Nebraska,Thurston County - Thurston County Jail,117,80,37,Thurston County,Thurston County Jail
Nebraska,Phelps County - Phelps County Jail,100,54,46,Phelps County,Phelps County Jail
Nebraska,"Adams County - Adams Co Jail, Nebraska",100,59,41,Adams County,"Adams Co Jail, Nebraska"
Nebraska,Saunders County - Saunders County Jail,93,30,63,Saunders County,Saunders County Jail
Nebraska,Cass County - Cass County Jail,76,43,33,Cass County,Cass County Jail
Nebraska,Holt County - Holt County Jail,70,45,25,Holt County,Holt County Jail
Nebraska,Seward County - Seward County Jail,59,29,30,Seward County,Seward County Jail
Nebraska,Douglas County - Omaha Field Office Holding Facili,47,1,46,Douglas County,Omaha Field Office Holding Facili
Nebraska,York County - York County Sheriff's Office,45,30,15,York County,York County Sheriff's Office
Nebraska,Dixon County - Dixon County Jail,44,23,21,Dixon County,Dixon County Jail
Nebraska,Otoe County - Otoe Co Jail,42,21,21,Otoe County,Otoe Co Jail
Nebraska,Keith County - Keith County Jail,39,29,10,Keith County,Keith County Jail
Nebraska,Butler County - Butler County Jail,32,19,13,Butler County,Butler County Jail
Nebraska,Pierce County - Pierce Co Jail,32,22,10,Pierce County,Pierce Co Jail
Nebraska,Cheyenne County - Cheyenne Co Detention Ctr,27,14,13,Cheyenne County,Cheyenne Co Detention Ctr
Nebraska,Gage County - Gage County Jail,19,7,12,Gage County,Gage County Jail
Nebraska,Colfax County - Colfax Co Jail,18,5,13,Colfax County,Colfax Co Jail
Nebraska,"Hamilton County - Hamilton County Jail, Neb",16,9,7,Hamilton County,"Hamilton County Jail, Neb"
Nebraska,Custer County - Custer County Jail,15,8,7,Custer County,Custer County Jail
Nebraska,Box Butte County - Box Butte Co. Jail,15,8,7,Box Butte County,Box Butte Co. Jail
Nebraska,"Washington County - Washington Co Jail, Blair",15,6,9,Washington County,"Washington Co Jail, Blair"
Nebraska,Cedar County - Cedar County Jail,14,9,5,Cedar County,Cedar County Jail
Nebraska,Boone County - Boone County Jail,14,11,3,Boone County,Boone County Jail
Nebraska,Valley County - Valley County Jail,13,6,7,Valley County,Valley County Jail
Nebraska,Clay County - Clay County Jail,11,7,4,Clay County,Clay County Jail
Nebraska,Johnson County - Johnson County Jail,11,6,5,Johnson County,Johnson County Jail
Nebraska,Douglas County - Omaha Police Dept.,11,,11,Douglas County,Omaha Police Dept.
Nebraska,Kimball County - Kimball County Jail,10,8,2,Kimball County,Kimball County Jail
Nebraska,Kearney County - Kearney County Jail,9,7,2,Kearney County,Kearney County Jail
Nebraska,Furnas County - Furnas County Jail,9,4,5,Furnas County,Furnas County Jail
Nebraska,Antelope County - Antelope County Jail,8,5,3,Antelope County,Antelope County Jail
Nebraska,Douglas County - Douglas Co Juv Det Svces,8,2,6,Douglas County,Douglas Co Juv Det Svces
Nebraska,Hall County - Grand Island Hold Room,7,,7,Hall County,Grand Island Hold Room
Nebraska,"Garden County - Garden Co, Ne, Jail",6,3,3,Garden County,"Garden Co, Ne, Jail"
Nebraska,Chase County - Chase County Jail,6,2,4,Chase County,Chase County Jail
Nebraska,Fillmore County - Fillmore County Jail,6,4,2,Fillmore County,Fillmore County Jail
Nebraska,Douglas County - Omaha Correctional Center,5,,5,Douglas County,Omaha Correctional Center
Nebraska,Red Willow County - Red Willow County Jail,5,3,2,Red Willow County,Red Willow County Jail
Nebraska,Merrick County - Merrick County Sheriff/Jail,4,,4,Merrick County,Merrick County Sheriff/Jail
Nebraska,Harlan County - Harlan County Jail,4,3,1,Harlan County,Harlan County Jail
Nebraska,Knox County - Knox County Jail,2,,2,Knox County,Knox County Jail
Nebraska,Nemaha County - Nemaha County Sheriff/Jail,2,,2,Nemaha County,Nemaha County Sheriff/Jail
Nebraska,Cherry County - Cherry County Sheriff,2,,2,Cherry County,Cherry County Sheriff
Nebraska,Adams County - Emerg.Protect.Serv.Shelter,2,,2,Adams County,Emerg.Protect.Serv.Shelter
Nebraska,Madison County - N.E.Neb.Juvenile Services,2,1,1,Madison County,N.E.Neb.Juvenile Services
Nebraska,Lincoln County - North Platte Hold Room,2,,2,Lincoln County,North Platte Hold Room
Nebraska,Lancaster County - Lancaster Co. Juvenile,1,1,,Lancaster County,Lancaster Co. Juvenile
Nebraska,"Lincoln County - Boys & Girls Home Of Nebraska, In",1,,1,Lincoln County,"Boys & Girls Home Of Nebraska, In"
Nebraska,Howard County - Howard County Sheriff/Jail,1,,1,Howard County,Howard County Sheriff/Jail
Nebraska,Adams County - Hastings Detention Center,1,,1,Adams County,Hastings Detention Center
Nebraska,Frontier County - Frontier County Jail,1,1,,Frontier County,Frontier County Jail
Nebraska,Sarpy County - Sarpy County Juvenile,1,,1,Sarpy County,Sarpy County Juvenile
Nebraska,Thayer County - Thayer County Jail,1,,1,Thayer County,Thayer County Jail
Iowa,All,"10,227","4,530","5,697",All,All
Iowa,Polk County - Polk County Jail,"2,000",662,"1,338",Polk County,Polk County Jail
Iowa,Johnson County - Iowa Medical Classif Ctr,709,434,275,Johnson County,Iowa Medical Classif Ctr
Iowa,Woodbury County - Woodbury County Jail,594,305,289,Woodbury County,Woodbury County Jail
Iowa,Linn County - Linn County Jail,540,322,218,Linn County,Linn County Jail
Iowa,Sioux County - Sioux County Jail,433,291,142,Sioux County,Sioux County Jail
Iowa,Johnson County - Johnson County Jail,429,275,154,Johnson County,Johnson County Jail
Iowa,Pottawattamie County - Pottawattamie County Jail,355,160,195,Pottawattamie County,Pottawattamie County Jail
Iowa,Muscatine County - Muscatine County Jail,318,137,181,Muscatine County,Muscatine County Jail
Iowa,Marshall County - Marshall County Jail,316,91,225,Marshall County,Marshall County Jail
Iowa,Black Hawk County - Black Hawk Co Jail,272,152,120,Black Hawk County,Black Hawk Co Jail
Iowa,Scott County - Scott County Det.Facility,271,100,171,Scott County,Scott County Det.Facility
Iowa,"Linn County - Us Marshals, N. Dist. Ia",257,54,203,Linn County,"Us Marshals, N. Dist. Ia"
Iowa,Sac County - Sac County Jail,219,92,127,Sac County,Sac County Jail
Iowa,Buena Vista County - Buena Vista Co Jail,212,126,86,Buena Vista County,Buena Vista Co Jail
Iowa,Crawford County - Crawford County Jail,185,106,79,Crawford County,Crawford County Jail
Iowa,Wright County - Wright County Jail,184,65,119,Wright County,Wright County Jail
Iowa,Woodbury County - Us Marshal Sioux City,150,33,117,Woodbury County,Us Marshal Sioux City
Iowa,Dallas County - Dallas County Sheriff's Office,149,62,87,Dallas County,Dallas County Sheriff's Office
Iowa,"Dubuque County - Dubuque County Jail, Iowa",146,72,74,Dubuque County,"Dubuque County Jail, Iowa"
Iowa,Henry County - Henry Co Jail,134,68,66,Henry County,Henry Co Jail
Iowa,Story County - Story County Jail,128,38,90,Story County,Story County Jail
Iowa,"Polk County - Us Marshals, S. Dist. Ia",125,20,105,Polk County,"Us Marshals, S. Dist. Ia"
Iowa,Hardin County - Hardin County Correctional Center,105,55,50,Hardin County,Hardin County Correctional Center
Iowa,"O'Brien County - Obrien Co Jail, Iowa",104,44,60,O'Brien County,"Obrien Co Jail, Iowa"
Iowa,Tama County - Tama Co Jail,103,53,50,Tama County,Tama Co Jail
Iowa,Wapello County - Wapello County Jail,102,32,70,Wapello County,Wapello County Jail
Iowa,Franklin County - Franklin County Jail,86,21,65,Franklin County,Franklin County Jail
Iowa,Clay County - Clay Co Jail,86,44,42,Clay County,Clay Co Jail
Iowa,Clay County - Clay Co Jail,86,44,42,Clay County,Clay Co Jail
Iowa,Cerro Gordo County - Cerro Gordo County,67,17,50,Cerro Gordo County,Cerro Gordo County
Iowa,Humboldt County - Humboldt Co Jail,63,23,40,Humboldt County,Humboldt Co Jail
Iowa,Louisa County - Louisa County Jail,63,38,25,Louisa County,Louisa County Jail
Iowa,Clinton County - Clinton County Jail,62,34,28,Clinton County,Clinton County Jail
Iowa,Emmet County - Emmet County Jail,57,23,34,Emmet County,Emmet County Jail
Iowa,Washington County - Washington County Jail,52,26,26,Washington County,Washington County Jail
Iowa,Dickinson County - Dickinson County Jail,48,22,26,Dickinson County,Dickinson County Jail
Iowa,Carroll County - Carrol County Jail,47,27,20,Carroll County,Carrol County Jail
Iowa,Plymouth County - Plymouth County Sheriff/Jail,42,15,27,Plymouth County,Plymouth County Sheriff/Jail
Iowa,Harrison County - Harrison County Jail,42,22,20,Harrison County,Harrison County Jail
Iowa,Keokuk County - Webster County Jail,39,15,24,Keokuk County,Webster County Jail
Iowa,Lyon County - Lyon County Jail,39,22,17,Lyon County,Lyon County Jail
Iowa,Osceola County - Osceola Co Jail,37,8,29,Osceola County,Osceola Co Jail
Iowa,Benton County - Benton Co Jail,31,20,11,Benton County,Benton Co Jail
Iowa,Clayton County - Clayton County Jail,31,16,15,Clayton County,Clayton County Jail
Iowa,Clarke County - Clarke Co Sheriff,31,3,28,Clarke County,Clarke Co Sheriff
Iowa,Montgomery County - Montgomery County Jail,29,13,16,Montgomery County,Montgomery County Jail
Iowa,Jones County - Anamosa State Penitentiar,29,7,22,Jones County,Anamosa State Penitentiar
Iowa,Allamakee County - Allamakee County Jail,28,16,12,Allamakee County,Allamakee County Jail
Iowa,Jones County - Jones County Jail,28,23,5,Jones County,Jones County Jail
Iowa,Jasper County - Jasper Co Jail,27,11,16,Jasper County,Jasper Co Jail
Iowa,Hancock County - Hancock County Jail,26,5,21,Hancock County,Hancock County Jail
Iowa,Cherokee County - Cherokee County Sheriff's Office,26,8,18,Cherokee County,Cherokee County Sheriff's Office
Iowa,Henry County - Mt Pleasant Correctional,24,15,9,Henry County,Mt Pleasant Correctional
Iowa,"Shelby County - Shelby County Jail, Iowa",23,10,13,Shelby County,"Shelby County Jail, Iowa"
Iowa,Lee County - Lee County Sheriff/Jail,22,16,6,Lee County,Lee County Sheriff/Jail
Iowa,Warren County - Warren County Jail,20,5,15,Warren County,Warren County Jail
Iowa,Polk County - Des Moines Hold Room,20,1,19,Polk County,Des Moines Hold Room
Iowa,Polk County - Ia Dept Of Corrections Hq,20,13,7,Polk County,Ia Dept Of Corrections Hq
Iowa,Jasper County - Newton Corr'l Release Ctr,19,13,6,Jasper County,Newton Corr'l Release Ctr
Iowa,Fayette County - Fayette County Jail,18,8,10,Fayette County,Fayette County Jail
Iowa,Marion County - Marion County Jail,17,3,14,Marion County,Marion County Jail
Iowa,Des Moines County - Des Moines County Jail,16,2,14,Des Moines County,Des Moines County Jail
Iowa,Worth County - Worth County Jail,16,6,10,Worth County,Worth County Jail
Iowa,"Floyd County - Floyd County, Iowa Jail",15,9,6,Floyd County,"Floyd County, Iowa Jail"
Iowa,Taylor County - Taylor County Courthouse,15,1,14,Taylor County,Taylor County Courthouse
Iowa,Dallas County - Perry Police Dept.,15,,15,Dallas County,Perry Police Dept.
Iowa,Fremont County - Fremont County Sheriff,14,4,10,Fremont County,Fremont County Sheriff
Iowa,Ida County - Ida County Jail,13,6,7,Ida County,Ida County Jail
Iowa,Union County - Union County Jail,12,7,5,Union County,Union County Jail
Iowa,Adams County - Adams County Jail,12,4,8,Adams County,Adams County Jail
Iowa,Winnebago County - Winnebago County Sheriff/Jail,12,1,11,Winnebago County,Winnebago County Sheriff/Jail
Iowa,Greene County - Greene County Jail,12,3,9,Greene County,Greene County Jail
Iowa,Mills County - Mills County Jail,11,5,6,Mills County,Mills County Jail
Iowa,"Cass County - Cass Co, Ia, Corr Facilit",11,6,5,Cass County,"Cass Co, Ia, Corr Facilit"
Iowa,Madison County - Madison County Jail,10,4,6,Madison County,Madison County Jail
Iowa,Lee County - Iowa State Penitentiary,10,5,5,Lee County,Iowa State Penitentiary
Iowa,Kossuth County - Kossuth County Jail,10,2,8,Kossuth County,Kossuth County Jail
Iowa,Mahaska County - Mahaska County Jail,9,,9,Mahaska County,Mahaska County Jail
Iowa,Delaware County - Delaware County Jail,9,3,6,Delaware County,Delaware County Jail
Iowa,"Bremer County - Bremer Co Jail, Iowa",7,6,1,Bremer County,"Bremer Co Jail, Iowa"
Iowa,Poweshiek County - Poweshiek County Jail,7,4,3,Poweshiek County,Poweshiek County Jail
Iowa,"Monona County - Monona County Jail, Iowa",7,3,4,Monona County,"Monona County Jail, Iowa"
Iowa,Linn County - Cedar Rapids Hold Room,6,1,5,Linn County,Cedar Rapids Hold Room
Iowa,Palo Alto County - Palo Alto County Jail,6,2,4,Palo Alto County,Palo Alto County Jail
Iowa,Page County - Clarinda Corr. Treat. Fac.,5,5,,Page County,Clarinda Corr. Treat. Fac.
Iowa,Woodbury County - Sioux City Hold Room,5,,5,Woodbury County,Sioux City Hold Room
Iowa,Cedar County - Cedar County Jail,5,1,4,Cedar County,Cedar County Jail
Iowa,Howard County - Howard County Jail,5,4,1,Howard County,Howard County Jail
Iowa,Van Buren County - Van Buren County Jail,5,1,4,Van Buren County,Van Buren County Jail
Iowa,Pocahontas County - Pocahontas County Jail,5,2,3,Pocahontas County,Pocahontas County Jail
Iowa,"Butler County - Butler Co Jail, Iowa",4,2,2,Butler County,"Butler Co Jail, Iowa"
Iowa,Woodbury County - Woodbury Co Juv Det Cntr.,4,,4,Woodbury County,Woodbury Co Juv Det Cntr.
Iowa,Jefferson County - Jefferson County Jail,3,1,2,Jefferson County,Jefferson County Jail
Iowa,Keokuk County - Keokuk County Jail,3,2,1,Keokuk County,Keokuk County Jail
Iowa,Page County - Page County Jail,3,1,2,Page County,Page County Jail
Iowa,Franklin County - Hampton Police Dept.,3,,3,Franklin County,Hampton Police Dept.
Iowa,Monroe County - Monroe County Jail,2,,2,Monroe County,Monroe County Jail
Iowa,Iowa County - Iowa County Jail,2,,2,Iowa County,Iowa County Jail
Iowa,Clay County - Spencer Police Dept.,2,,2,Clay County,Spencer Police Dept.
Iowa,Guthrie County - Guthrie County Sheriff's Office,1,,1,Guthrie County,Guthrie County Sheriff's Office
Iowa,Buchanan County - Public Safety Center,1,1,,Buchanan County,Public Safety Center
Iowa,Calhoun County - North Central Corr. Fac.,1,1,,Calhoun County,North Central Corr. Fac.
Iowa,Polk County - Camp Dodge,1,,1,Polk County,Camp Dodge
Iowa,All,"10,227","4,530","5,697",All,All
Iowa,Polk County - Polk County Jail,"2,000",662,"1,338",Polk County,Polk County Jail
Iowa,Johnson County - Iowa Medical Classif Ctr,709,434,275,Johnson County,Iowa Medical Classif Ctr
Iowa,Woodbury County - Woodbury County Jail,594,305,289,Woodbury County,Woodbury County Jail
Iowa,Linn County - Linn County Jail,540,322,218,Linn County,Linn County Jail
Iowa,Sioux County - Sioux County Jail,433,291,142,Sioux County,Sioux County Jail
Iowa,Johnson County - Johnson County Jail,429,275,154,Johnson County,Johnson County Jail
Iowa,Pottawattamie County - Pottawattamie County Jail,355,160,195,Pottawattamie County,Pottawattamie County Jail
Iowa,Muscatine County - Muscatine County Jail,318,137,181,Muscatine County,Muscatine County Jail
Iowa,Marshall County - Marshall County Jail,316,91,225,Marshall County,Marshall County Jail
Iowa,Black Hawk County - Black Hawk Co Jail,272,152,120,Black Hawk County,Black Hawk Co Jail
Iowa,Scott County - Scott County Det.Facility,271,100,171,Scott County,Scott County Det.Facility
Iowa,"Linn County - Us Marshals, N. Dist. Ia",257,54,203,Linn County,"Us Marshals, N. Dist. Ia"
Iowa,Sac County - Sac County Jail,219,92,127,Sac County,Sac County Jail
Iowa,Buena Vista County - Buena Vista Co Jail,212,126,86,Buena Vista County,Buena Vista Co Jail
Iowa,Crawford County - Crawford County Jail,185,106,79,Crawford County,Crawford County Jail
Iowa,Wright County - Wright County Jail,184,65,119,Wright County,Wright County Jail
Iowa,Woodbury County - Us Marshal Sioux City,150,33,117,Woodbury County,Us Marshal Sioux City
Iowa,Dallas County - Dallas County Sheriff's Office,149,62,87,Dallas County,Dallas County Sheriff's Office
Iowa,"Dubuque County - Dubuque County Jail, Iowa",146,72,74,Dubuque County,"Dubuque County Jail, Iowa"
Iowa,Henry County - Henry Co Jail,134,68,66,Henry County,Henry Co Jail
Iowa,Story County - Story County Jail,128,38,90,Story County,Story County Jail
Iowa,"Polk County - Us Marshals, S. Dist. Ia",125,20,105,Polk County,"Us Marshals, S. Dist. Ia"
Iowa,Hardin County - Hardin County Correctional Center,105,55,50,Hardin County,Hardin County Correctional Center
Iowa,"O'Brien County - Obrien Co Jail, Iowa",104,44,60,O'Brien County,"Obrien Co Jail, Iowa"
Iowa,Tama County - Tama Co Jail,103,53,50,Tama County,Tama Co Jail
Iowa,Wapello County - Wapello County Jail,102,32,70,Wapello County,Wapello County Jail
Iowa,Franklin County - Franklin County Jail,86,21,65,Franklin County,Franklin County Jail
Iowa,Clay County - Clay Co Jail,86,44,42,Clay County,Clay Co Jail
Iowa,Clay County - Clay Co Jail,86,44,42,Clay County,Clay Co Jail
Iowa,Cerro Gordo County - Cerro Gordo County,67,17,50,Cerro Gordo County,Cerro Gordo County
Iowa,Humboldt County - Humboldt Co Jail,63,23,40,Humboldt County,Humboldt Co Jail
Iowa,Louisa County - Louisa County Jail,63,38,25,Louisa County,Louisa County Jail
Iowa,Clinton County - Clinton County Jail,62,34,28,Clinton County,Clinton County Jail
Iowa,Emmet County - Emmet County Jail,57,23,34,Emmet County,Emmet County Jail
Iowa,Washington County - Washington County Jail,52,26,26,Washington County,Washington County Jail
Iowa,Dickinson County - Dickinson County Jail,48,22,26,Dickinson County,Dickinson County Jail
Iowa,Carroll County - Carrol County Jail,47,27,20,Carroll County,Carrol County Jail
