State,Jurisdiction,All,Yes,No,County,Facility
Indiana,Newton County - Newton County Jail,26,8,18,Newton County,Newton County Jail
Indiana,La Porte County - Westville Corr. Center,24,14,10,La Porte County,Westville Corr. Center
Indiana,Morgan County - Morgan County Jail,18,1,17,Morgan County,Morgan County Jail
Indiana,Howard County - Howard County Sheriff/Jail,18,3,15,Howard County,Howard County Sheriff/Jail
Indiana,Whitley County - Whitley County Jail,17,4,13,Whitley County,Whitley County Jail
Indiana,Warrick County - Warrick County Jail,16,1,15,Warrick County,Warrick County Jail
Indiana,Jasper County - Jasper County Sheriff/Jail,16,2,14,Jasper County,Jasper County Sheriff/Jail
Indiana,Owen County - Owen County Jail,15,2,13,Owen County,Owen County Jail
Indiana,Putnam County - Putnamville Corr. Inst.,15,11,4,Putnam County,Putnamville Corr. Inst.
Indiana,Miami County - Miami Correctional Center,15,10,5,Miami County,Miami Correctional Center
Indiana,Elkhart County - Elkhart Police Dept.,13,,13,Elkhart County,Elkhart Police Dept.
Indiana,Parke County - Rockville Corr. Facility,12,9,3,Parke County,Rockville Corr. Facility
Indiana,Henry County - Henry County Jail,12,2,10,Henry County,Henry County Jail
Indiana,Adams County - Adams County Jail,12,2,10,Adams County,Adams County Jail
Indiana,Jay County - Jay County Jail,11,1,10,Jay County,Jay County Jail
Indiana,De Kalb County - Dekalb County Jail,10,5,5,De Kalb County,Dekalb County Jail
Indiana,Wells County - Wells County Jail,10,5,5,Wells County,Wells County Jail
Indiana,Pike County - Pike County Jail,9,1,8,Pike County,Pike County Jail
Indiana,Madison County - Correctional Industrial Facility,8,3,5,Madison County,Correctional Industrial Facility
Indiana,Huntington County - Huntington County Jail,8,,8,Huntington County,Huntington County Jail
Indiana,Madison County - Pendleton Corr.Facility,6,2,4,Madison County,Pendleton Corr.Facility
Indiana,Orange County - Orange County Jail,5,2,3,Orange County,Orange County Jail
Indiana,Lawrence County - Lawrence County Jail,4,,4,Lawrence County,Lawrence County Jail
Indiana,Lake County - East Chicago Police Dept.,4,2,2,Lake County,East Chicago Police Dept.
Indiana,Greene County - Green County Jail,4,1,3,Greene County,Green County Jail
Indiana,Marion County - Indiana Womens Prison,4,1,3,Marion County,Indiana Womens Prison
Indiana,Blackford County - Blackford County Jail,4,,4,Blackford County,Blackford County Jail
Indiana,Knox County - Southwest Youth Village,4,4,,Knox County,Southwest Youth Village
Indiana,Martin County - Martin County Jail,3,2,1,Martin County,Martin County Jail
Indiana,Clark County - Clark County Juvenile,3,2,1,Clark County,Clark County Juvenile
Indiana,Posey County - Posey County Jail,3,,3,Posey County,Posey County Jail
Indiana,Sullivan County - Sullivan County Jail,3,1,2,Sullivan County,Sullivan County Jail
Indiana,Wayne County - Wayne County Jail,2,1,1,Wayne County,Wayne County Jail
Indiana,Perry County - Branchville Correctional,2,1,1,Perry County,Branchville Correctional
Indiana,Clay County - Clay County Justice Center,2,1,1,Clay County,Clay County Justice Center
Indiana,La Porte County - Idoc Lakeside Correc. Facility,2,,2,La Porte County,Idoc Lakeside Correc. Facility
Indiana,Parke County - Parke County Sheriff/Jail,2,1,1,Parke County,Parke County Sheriff/Jail
Indiana,Sullivan County - Wabash Valley Correctonal Center,1,,1,Sullivan County,Wabash Valley Correctonal Center
Indiana,La Porte County - La Porte County Sheriff/Jail,1,,1,La Porte County,La Porte County Sheriff/Jail
Indiana,Lake County - Hobart Police Dept.,1,1,,Lake County,Hobart Police Dept.
