State,Jurisdiction,All,Yes,No,County,Facility
Louisiana,Washington Parish - Washington Parish Jail,11,1,10,Washington Parish,Washington Parish Jail
Louisiana,Iberville Parish - Hunt Corr Institute,9,3,6,Iberville Parish,Hunt Corr Institute
Louisiana,Claiborne Parish - Claiborne Parish Det Center,9,3,6,Claiborne Parish,Claiborne Parish Det Center
Louisiana,Jackson Parish - Jackson Parish Jail,8,6,2,Jackson Parish,Jackson Parish Jail
Louisiana,Allen Parish - Oakdale Holding Room,8,3,5,Allen Parish,Oakdale Holding Room
Louisiana,Claiborne Parish - Wade Correctional Instit,8,7,1,Claiborne Parish,Wade Correctional Instit
Louisiana,Calcasieu Parish - Cinc Ii,8,,8,Calcasieu Parish,Cinc Ii
Louisiana,Ouachita Parish - West Monroe Corr. Dept,7,2,5,Ouachita Parish,West Monroe Corr. Dept
Louisiana,East Feliciana Parish - East Feliciana Par. Prison,7,5,2,East Feliciana Parish,East Feliciana Par. Prison
Louisiana,St. Martin Parish - St. Martin Parish Prison,6,1,5,St. Martin Parish,St. Martin Parish Prison
Louisiana,St. Helena Parish - St. Helena Parish Sheriff/Jail,6,1,5,St. Helena Parish,St. Helena Parish Sheriff/Jail
Louisiana,Grant Parish - Grant Parish Detention Center,6,6,,Grant Parish,Grant Parish Detention Center
Louisiana,Allen Parish - Allen Correction Center,6,2,4,Allen Parish,Allen Correction Center
Louisiana,Cameron Parish - Cameron Parish Jail,6,1,5,Cameron Parish,Cameron Parish Jail
Louisiana,East Carroll Parish - East Carroll Det Center,5,4,1,East Carroll Parish,East Carroll Det Center
Louisiana,East Feliciana Parish - Dixon Correctional Inst,5,2,3,East Feliciana Parish,Dixon Correctional Inst
Louisiana,St. John the Baptist Parish - John The Baptist Par,5,,5,St. John the Baptist Parish,John The Baptist Par
Louisiana,Morehouse Parish - Morehouse Par Det Center,5,5,,Morehouse Parish,Morehouse Par Det Center
Louisiana,Beauregard Parish - Beauregard Parish Jail,4,2,2,Beauregard Parish,Beauregard Parish Jail
Louisiana,"Lafayette Parish - Us Marshals-Layfayette, La",4,,4,Lafayette Parish,"Us Marshals-Layfayette, La"
Louisiana,Tangipahoa Parish - Hammond Pd City Jail,4,1,3,Tangipahoa Parish,Hammond Pd City Jail
Louisiana,Pointe Coupee Parish - Pt Coupee Par Deten. Cnts,4,1,3,Pointe Coupee Parish,Pt Coupee Par Deten. Cnts
Louisiana,Allen Parish - Allen Parish Jail,4,2,2,Allen Parish,Allen Parish Jail
Louisiana,Jefferson Parish - Rivarde Juvenile Det. Center,2,,2,Jefferson Parish,Rivarde Juvenile Det. Center
Louisiana,Winn Parish - Winn Corr Institute,2,1,1,Winn Parish,Winn Corr Institute
Louisiana,Washington Parish - Washington Corr Institute,2,,2,Washington Parish,Washington Corr Institute
Louisiana,Washington Parish - B.B. Rayburn Cor. Center,2,1,1,Washington Parish,B.B. Rayburn Cor. Center
Louisiana,Iberville Parish - La Corr Inst For Women,2,2,,Iberville Parish,La Corr Inst For Women
Louisiana,Jefferson Parish - Gretna Police Dept. Jail,1,,1,Jefferson Parish,Gretna Police Dept. Jail
Louisiana,"Calcasieu Parish - Us Marshals-Lake Charles, La",1,,1,Calcasieu Parish,"Us Marshals-Lake Charles, La"
Louisiana,St. James Parish - St James Parish Youth Center,1,1,,St. James Parish,St James Parish Youth Center
Louisiana,Orleans Parish - Bop New Orleans Ccm,1,,1,Orleans Parish,Bop New Orleans Ccm
Louisiana,Caddo Parish - Shreveport Hold Room,1,,1,Caddo Parish,Shreveport Hold Room
Louisiana,Calcasieu Parish - Sulphur City,1,1,,Calcasieu Parish,Sulphur City
Louisiana,Calcasieu Parish - Phelps Correctional,1,,1,Calcasieu Parish,Phelps Correctional
Louisiana,Calcasieu Parish - St. Martin D.P. Nurs.Home,1,,1,Calcasieu Parish,St. Martin D.P. Nurs.Home
Louisiana,Allen Parish - Allen Parish Public Safety Complex,1,,1,Allen Parish,Allen Parish Public Safety Complex
Louisiana,Claiborne Parish - David Wade Correctional Institu,1,,1,Claiborne Parish,David Wade Correctional Institu
Louisiana,Rapides Parish - Camellia Garden Manor,1,,1,Rapides Parish,Camellia Garden Manor
Louisiana,Orleans Parish - Orleans Parish Juvenile Fac,1,,1,Orleans Parish,Orleans Parish Juvenile Fac
