State,Jurisdiction,All,Yes,No,County,Facility
Ohio,Fairfield County - Southeastern Correctional,22,11,11,Fairfield County,Southeastern Correctional
Ohio,Washington County - Washington County Jail,21,12,9,Washington County,Washington County Jail
Ohio,Belmont County - Belmont Correctional,21,9,12,Belmont County,Belmont Correctional
Ohio,Adams County - Adams County Jail,21,14,7,Adams County,Adams County Jail
Ohio,Ross County - Chillicothe Correctional,21,4,17,Ross County,Chillicothe Correctional
Ohio,Lawrence County - Lawrance County Jail,19,13,6,Lawrence County,Lawrance County Jail
Ohio,Marion County - Marion Correctional,19,9,10,Marion County,Marion Correctional
Ohio,Defiance County - Defiance County Jail,18,9,9,Defiance County,Defiance County Jail
Ohio,Monroe County - Monroe County Jail,17,8,9,Monroe County,Monroe County Jail
Ohio,Franklin County - Columbus Police Dept.,17,3,14,Franklin County,Columbus Police Dept.
Ohio,Marion County - North Central Corr.,17,8,9,Marion County,North Central Corr.
Ohio,Cuyahoga County - Cleveland Hold Room,15,2,13,Cuyahoga County,Cleveland Hold Room
Ohio,Carroll County - Carroll County Jail,14,4,10,Carroll County,Carroll County Jail
Ohio,Warren County - Lebanon Correctional,13,6,7,Warren County,Lebanon Correctional
Ohio,Ashtabula County - Lake Erie Correctional,12,4,8,Ashtabula County,Lake Erie Correctional
Ohio,Lorain County - Grafton Correctional,12,3,9,Lorain County,Grafton Correctional
Ohio,Stark County - Multi Co. Juv.Center,11,3,8,Stark County,Multi Co. Juv.Center
Ohio,Franklin County - Franklin County Juv. Ctr,11,,11,Franklin County,Franklin County Juv. Ctr
Ohio,Jefferson County - Jefferson County Jail,11,6,5,Jefferson County,Jefferson County Jail
Ohio,Paulding County - Paulding County Jail,11,6,5,Paulding County,Paulding County Jail
Ohio,Cuyahoga County - N Olmsted City Jail,11,7,4,Cuyahoga County,N Olmsted City Jail
Ohio,Cuyahoga County - Strongsville City Jail,10,7,3,Cuyahoga County,Strongsville City Jail
Ohio,Cuyahoga County - North Royalton City Jail,10,4,6,Cuyahoga County,North Royalton City Jail
Ohio,Ross County - Ross Correctional,9,5,4,Ross County,Ross Correctional
Ohio,Ashtabula County - Geneva City Jail,9,4,5,Ashtabula County,Geneva City Jail
Ohio,Cuyahoga County - Lyndhurst Police Dept.,9,6,3,Cuyahoga County,Lyndhurst Police Dept.
Ohio,Cuyahoga County - Maple Heights City Jail,8,6,2,Cuyahoga County,Maple Heights City Jail
Ohio,Franklin County - Franklin Pre-Release,8,4,4,Franklin County,Franklin Pre-Release
Ohio,Cuyahoga County - Berea City Jail,8,6,2,Cuyahoga County,Berea City Jail
Ohio,Cuyahoga County - Northeast Pre-Release,8,6,2,Cuyahoga County,Northeast Pre-Release
Ohio,Lucas County - Toledo Correctional Institution,8,5,3,Lucas County,Toledo Correctional Institution
Ohio,Ashtabula County - Ashtabula County Jail,7,2,5,Ashtabula County,Ashtabula County Jail
Ohio,Cuyahoga County - Rocky River City Jail,7,3,4,Cuyahoga County,Rocky River City Jail
Ohio,Scioto County - Southern Oh Correctional,6,2,4,Scioto County,Southern Oh Correctional
Ohio,Union County - Union County Jail,6,2,4,Union County,Union County Jail
Ohio,Cuyahoga County - Euclid City Jail,6,3,3,Cuyahoga County,Euclid City Jail
Ohio,Cuyahoga County - Cleveland Hgts. City Jail,6,2,4,Cuyahoga County,Cleveland Hgts. City Jail
Ohio,Allen County - Allen Correctional Inst.,6,3,3,Allen County,Allen Correctional Inst.
Ohio,Cuyahoga County - Brooklyn Heights Police Dept.,6,1,5,Cuyahoga County,Brooklyn Heights Police Dept.
Ohio,Cuyahoga County - Brecksville City Jail,5,1,4,Cuyahoga County,Brecksville City Jail
Ohio,Montgomery County - Dayton Correctional Inst.,5,2,3,Montgomery County,Dayton Correctional Inst.
Ohio,Cuyahoga County - Westlake Police Dept.,5,2,3,Cuyahoga County,Westlake Police Dept.
Ohio,Athens County - Hocking Correctional,5,1,4,Athens County,Hocking Correctional
Ohio,Richland County - Mansfield Correctional,5,2,3,Richland County,Mansfield Correctional
Ohio,Athens County - Athens County Jail,5,3,2,Athens County,Athens County Jail
Ohio,Lake County - Eastlake City Jail,5,3,2,Lake County,Eastlake City Jail
Ohio,Mahoning County - Ohio State Penitentiary,4,,4,Mahoning County,Ohio State Penitentiary
Ohio,Franklin County - Corrections Medical Cente,4,2,2,Franklin County,Corrections Medical Cente
Ohio,Van Wert County - Van Wert County Jail,4,4,,Van Wert County,Van Wert County Jail
Ohio,Meigs County - Meigs County Jail,4,,4,Meigs County,Meigs County Jail
Ohio,Cuyahoga County - Middleburg Heights Police Dept.,4,1,3,Cuyahoga County,Middleburg Heights Police Dept.
Ohio,Noble County - Noble County Jail,3,2,1,Noble County,Noble County Jail
Ohio,Ashtabula County - Lake Erie Correctional Facility,3,1,2,Ashtabula County,Lake Erie Correctional Facility
Ohio,Muskingum County - Zanesville City Jail,3,1,2,Muskingum County,Zanesville City Jail
Ohio,Cuyahoga County - Broadview Hts City Jail,3,2,1,Cuyahoga County,Broadview Hts City Jail
Ohio,Montgomery County - Montgomery Ed&pre-Release,3,2,1,Montgomery County,Montgomery Ed&pre-Release
Ohio,Cuyahoga County - Richmond Heights Police Dept.,3,3,,Cuyahoga County,Richmond Heights Police Dept.
Ohio,Vinton County - Vinton County Jail,2,2,,Vinton County,Vinton County Jail
Ohio,Montgomery County - Daybreak Runaway,2,2,,Montgomery County,Daybreak Runaway
Ohio,Cuyahoga County - South Euclid Police Dept.,2,,2,Cuyahoga County,South Euclid Police Dept.
Ohio,Cuyahoga County - Parma Heights Police Dept.,2,,2,Cuyahoga County,Parma Heights Police Dept.
Ohio,Warren County - Warren Correctional,2,,2,Warren County,Warren Correctional
Ohio,Morgan County - Morgan County Jail,2,,2,Morgan County,Morgan County Jail
Ohio,Knox County - Knox County Jail,2,1,1,Knox County,Knox County Jail
Ohio,Champaign County - Champaign County Jail,2,1,1,Champaign County,Champaign County Jail
Ohio,Coshocton County - Coshocton County Jail,2,1,1,Coshocton County,Coshocton County Jail
Ohio,Columbiana County - Lisbon County Jail,2,1,1,Columbiana County,Lisbon County Jail
Ohio,Logan County - Logan County Jail,2,2,,Logan County,Logan County Jail
Ohio,Cuyahoga County - Cuyahoga Hills Juvenile,2,,2,Cuyahoga County,Cuyahoga Hills Juvenile
Ohio,Trumbull County - Trumbull Correctional,1,1,,Trumbull County,Trumbull Correctional
Ohio,Montgomery County - Dayton Human Rehab,1,,1,Montgomery County,Dayton Human Rehab
Ohio,Perry County - Perry County Jail,1,,1,Perry County,Perry County Jail
Ohio,Cuyahoga County - Garfield Hgts City Jail,1,1,,Cuyahoga County,Garfield Hgts City Jail
Ohio,Pike County - Pike County Jaill,1,1,,Pike County,Pike County Jaill
Ohio,Union County - Five County Joint,1,1,,Union County,Five County Joint
