State,Jurisdiction,All,Yes,No,County,Facility
Oklahoma,"Atoka County - Mcleod Cc, Farris, Ok",5,3,2,Atoka County,"Mcleod Cc, Farris, Ok"
Oklahoma,Dewey County - Dewey County Sheriff/Jail,5,1,4,Dewey County,Dewey County Sheriff/Jail
Oklahoma,Woodward County - Woodward Police Dept.,4,1,3,Woodward County,Woodward Police Dept.
Oklahoma,Kay County - Blackwell City Jail,4,,4,Kay County,Blackwell City Jail
Oklahoma,"Muskogee County - Us Marshals, E. Dist. Ok",4,,4,Muskogee County,"Us Marshals, E. Dist. Ok"
Oklahoma,Jefferson County - Jefferson County Jail,4,3,1,Jefferson County,Jefferson County Jail
Oklahoma,Blaine County - Diamondback Corr Facility,4,1,3,Blaine County,Diamondback Corr Facility
Oklahoma,Canadian County - Piedmont Police Dept,3,2,1,Canadian County,Piedmont Police Dept
Oklahoma,Oklahoma County - Federal Transfer Center Okc,3,,3,Oklahoma County,Federal Transfer Center Okc
Oklahoma,Cimarron County - Cimarron County Sheriff/Jail,3,1,2,Cimarron County,Cimarron County Sheriff/Jail
Oklahoma,Payne County - Cimmarron Corr Facility,3,3,,Payne County,Cimmarron Corr Facility
Oklahoma,Muskogee County - Muskogee Co.Jail- Bop Only,3,,3,Muskogee County,Muskogee Co.Jail- Bop Only
Oklahoma,Alfalfa County - Alfalfa County Jail,3,,3,Alfalfa County,Alfalfa County Jail
Oklahoma,"Le Flore County - Ouachita Cc, Hodgens Ok",3,,3,Le Flore County,"Ouachita Cc, Hodgens Ok"
Oklahoma,Lincoln County - Sac & Fox Nation Juv Det,1,,1,Lincoln County,Sac & Fox Nation Juv Det
Oklahoma,Garfield County - Enid Community Corr Ctr,1,1,,Garfield County,Enid Community Corr Ctr
Oklahoma,Sequoyah County - Roland Police Dept.,1,,1,Sequoyah County,Roland Police Dept.
