State,Jurisdiction,All,Yes,No,County,Facility
Texas,Burnet County - Burnet County Jail,451,120,331,Burnet County,Burnet County Jail
Texas,Hidalgo County - San Juan Police Department,449,224,225,Hidalgo County,San Juan Police Department
Texas,Gregg County - Gregg County Sheriff's,448,222,226,Gregg County,Gregg County Sheriff's
Texas,"Dallas County - Us Marshal, Dallas, Ndtx",433,55,378,Dallas County,"Us Marshal, Dallas, Ndtx"
Texas,Hidalgo County - Donna Police Dept.,432,268,164,Hidalgo County,Donna Police Dept.
Texas,Taylor County - Taylor County Adult Det.,425,27,398,Taylor County,Taylor County Adult Det.
Texas,Hidalgo County - Weslaco Police Dept.,423,270,153,Hidalgo County,Weslaco Police Dept.
Texas,Deaf Smith County - Deaf Smith County Sheriff,417,223,194,Deaf Smith County,Deaf Smith County Sheriff
Texas,Zapata County - Zapata County Jail,395,14,381,Zapata County,Zapata County Jail
Texas,Ector County - Ector County Correction Center,392,42,350,Ector County,Ector County Correction Center
Texas,Dallas County - Seagoville Fed.Corr.Inst.,389,56,333,Dallas County,Seagoville Fed.Corr.Inst.
Texas,Gillespie County - Gillispie Cty Jail,362,204,158,Gillespie County,Gillispie Cty Jail
Texas,Bowie County - Texarkana Fed.Corr.Inst.,359,64,295,Bowie County,Texarkana Fed.Corr.Inst.
Texas,Waller County - Waller County Sheriff,349,272,77,Waller County,Waller County Sheriff
Texas,Tarrant County - North Richland Hills Jail,348,279,69,Tarrant County,North Richland Hills Jail
Texas,Washington County - Washington County Sheriff,346,281,65,Washington County,Washington County Sheriff
Texas,Caldwell County - Caldwell County Jail,341,94,247,Caldwell County,Caldwell County Jail
Texas,McLennan County - Mcclennan County Detention Cente,340,127,213,McLennan County,Mcclennan County Detention Cente
Texas,Cameron County - Port Isabel Service Processing Ce,336,137,199,Cameron County,Port Isabel Service Processing Ce
Texas,Colorado County - Colorado County Jail,321,273,48,Colorado County,Colorado County Jail
Texas,Harrison County - Harrison County Jail,317,193,124,Harrison County,Harrison County Jail
Texas,Ector County - Odessa Detention Center,312,226,86,Ector County,Odessa Detention Center
Texas,Liberty County - Liberty County Jail,311,234,77,Liberty County,Liberty County Jail
Texas,Liberty County - Lucille Plane State Jail,302,178,124,Liberty County,Lucille Plane State Jail
Texas,Kendall County - Kendall County Jail,300,184,116,Kendall County,Kendall County Jail
Texas,Bexar County - Tdc-Dominguez Unit,293,102,191,Bexar County,Tdc-Dominguez Unit
Texas,El Paso County - La Tuna Fci,288,33,255,El Paso County,La Tuna Fci
Texas,Kaufman County - Kaufman County Sheriff's Dept,287,170,117,Kaufman County,Kaufman County Sheriff's Dept
Texas,Potter County - Randall County Jail,287,120,167,Potter County,Randall County Jail
Texas,Dallas County - Mesquite Police Dept.,284,210,74,Dallas County,Mesquite Police Dept.
Texas,Grayson County - Grayson County Jail,278,156,122,Grayson County,Grayson County Jail
Texas,Johnson County - Johnson County Jail,275,167,108,Johnson County,Johnson County Jail
Texas,Parker County - Parker County Sheriff's Dept.,274,65,209,Parker County,Parker County Sheriff's Dept.
Texas,Rockwall County - Rockwall County Jail,273,157,116,Rockwall County,Rockwall County Jail
Texas,Cameron County - Harlingen Hold Room,270,216,54,Cameron County,Harlingen Hold Room
Texas,Atascosa County - Atascosa County Jail,267,149,118,Atascosa County,Atascosa County Jail
Texas,Cameron County - San Benito Police Dept.,266,170,96,Cameron County,San Benito Police Dept.
Texas,Ochiltree County - Ochiltree County Sheriff,263,87,176,Ochiltree County,Ochiltree County Sheriff
Texas,Coryell County - Tdc/Womens,262,179,83,Coryell County,Tdc/Womens
Texas,Brazoria County - Alvin Police Dept.,257,224,33,Brazoria County,Alvin Police Dept.
Texas,Nueces County - Nueces County Jail,249,146,103,Nueces County,Nueces County Jail
Texas,Walker County - Walker County Jail,247,185,62,Walker County,Walker County Jail
Texas,Freestone County - Freestone County Jail,242,93,149,Freestone County,Freestone County Jail
Texas,Limestone County - Limestone Detention Center,236,121,115,Limestone County,Limestone Detention Center
Texas,Medina County - Medina County Jail,234,117,117,Medina County,Medina County Jail
Texas,Hidalgo County - Palmview Police Department,228,122,106,Hidalgo County,Palmview Police Department
Texas,Angelina County - Angelina County Jail,226,136,90,Angelina County,Angelina County Jail
Texas,Walker County - James H. Byrd Facility,224,41,183,Walker County,James H. Byrd Facility
Texas,Ellis County - Ellis County Sheriff's Dept.,223,114,109,Ellis County,Ellis County Sheriff's Dept.
Texas,Tarrant County - Hurst City Jail,218,173,45,Tarrant County,Hurst City Jail
Texas,Tarrant County - Euless City Jail,215,155,60,Tarrant County,Euless City Jail
Texas,El Paso County - El Paso Service Processing Center,212,152,60,El Paso County,El Paso Service Processing Center
Texas,Cooke County - Cooke County Jail,203,139,64,Cooke County,Cooke County Jail
Texas,Moore County - Moore County Sheriff,199,51,148,Moore County,Moore County Sheriff
Texas,Chambers County - Chambers County Sheriff,196,149,47,Chambers County,Chambers County Sheriff
Texas,Cameron County - Port Isabel Police Department,191,124,67,Cameron County,Port Isabel Police Department
Texas,Parmer County - Parmer County Sheriff,191,102,89,Parmer County,Parmer County Sheriff
Texas,Travis County - Austin DRO Hold Room,191,137,54,Travis County,Austin DRO Hold Room
Texas,Hill County - Hill County Sheriff's Dept.,189,76,113,Hill County,Hill County Sheriff's Dept.
Texas,Dallam County - Dallam County Sheriff,183,68,115,Dallam County,Dallam County Sheriff
Texas,Wharton County - Wharton County Jail,181,107,74,Wharton County,Wharton County Jail
Texas,Navarro County - Navarro Co Justice Ctr,178,124,54,Navarro County,Navarro Co Justice Ctr
Texas,Dallas County - Dallas Field Office Holding Facili,174,105,69,Dallas County,Dallas Field Office Holding Facili
Texas,Hood County - Hood County Sheriff's Dept.,171,123,48,Hood County,Hood County Sheriff's Dept.
Texas,"Midland County - Us Marshals, Midland Tx",170,108,62,Midland County,"Us Marshals, Midland Tx"
Texas,Brewster County - Brewster County Jail,166,106,60,Brewster County,Brewster County Jail
Texas,"Val Verde County - Us Marshals, W. Dist.,tx",160,40,120,Val Verde County,"Us Marshals, W. Dist.,tx"
Texas,Denton County - Denton City Jail,159,100,59,Denton County,Denton City Jail
Texas,Andrews County - Andrews Sherrif's Office Co Jail,158,55,103,Andrews County,Andrews Sherrif's Office Co Jail
Texas,Hopkins County - Hopkins County Jail,156,64,92,Hopkins County,Hopkins County Jail
Texas,Brazoria County - Pearland Police Dept.,154,107,47,Brazoria County,Pearland Police Dept.
Texas,Henderson County - Henderson County Jail,153,111,42,Henderson County,Henderson County Jail
Texas,Hidalgo County - Mercedes Police Department,153,83,70,Hidalgo County,Mercedes Police Department
Texas,Lee County - Lee County Jail,150,115,35,Lee County,Lee County Jail
Texas,Carson County - Carson County Sheriff,143,56,87,Carson County,Carson County Sheriff
Texas,Frio County - Frio County Jail,142,51,91,Frio County,Frio County Jail
Texas,Hunt County - Hunt County Sheriff & Jail,142,98,44,Hunt County,Hunt County Sheriff & Jail
Texas,"Tarrant County - Us Marshal, Ft Worth, Ndtx",138,14,124,Tarrant County,"Us Marshal, Ft Worth, Ndtx"
Texas,Bastrop County - Bastrop Fed.Corr.Inst.,138,9,129,Bastrop County,Bastrop Fed.Corr.Inst.
Texas,Reeves County - Law Enf Ctr Pecos,138,106,32,Reeves County,Law Enf Ctr Pecos
Texas,Montgomery County - Joe Corley Det. Facility,136,51,85,Montgomery County,Joe Corley Det. Facility
Texas,Harris County - Deer Park Police Dept.,136,120,16,Harris County,Deer Park Police Dept.
Texas,Travis County - Travis County State Jail,135,42,93,Travis County,Travis County State Jail
Texas,Hale County - Hale County Sheriff,134,38,96,Hale County,Hale County Sheriff
Texas,Wichita County - Wichita County Jail,134,81,53,Wichita County,Wichita County Jail
Texas,Wise County - Wise County Jail,133,76,57,Wise County,Wise County Jail
Texas,Rusk County - Rusk County Jail,132,96,36,Rusk County,Rusk County Jail
Texas,Austin County - Austin County Sheriff,126,57,69,Austin County,Austin County Sheriff
Texas,Tarrant County - Grapevine Police Dept.,126,81,45,Tarrant County,Grapevine Police Dept.
Texas,Falls County - Falls County Jail,125,65,60,Falls County,Falls County Jail
Texas,Harris County - Katy Police Dept.,125,116,9,Harris County,Katy Police Dept.
Texas,Lampasas County - Lampasas County Jail,124,18,106,Lampasas County,Lampasas County Jail
Texas,Wilson County - Wilson County Jail,123,69,54,Wilson County,Wilson County Jail
Texas,Reeves County - Reeves County Jail,121,65,56,Reeves County,Reeves County Jail
Texas,Collin County - Frisco Police Dept.,121,83,38,Collin County,Frisco Police Dept.
Texas,Blanco County - Blanco County Jail,121,76,45,Blanco County,Blanco County Jail
Texas,Bosque County - Bosque County Sheriff's Dept.,117,52,65,Bosque County,Bosque County Sheriff's Dept.
Texas,Cameron County - Los Fresnos Police Department,117,81,36,Cameron County,Los Fresnos Police Department
Texas,Coryell County - Coryell County Jail,116,32,84,Coryell County,Coryell County Jail
Texas,Tarrant County - Bedford City Jail,113,79,34,Tarrant County,Bedford City Jail
Texas,Reeves County - Pecos Criminal Justice Center,113,54,59,Reeves County,Pecos Criminal Justice Center
Texas,Harris County - South Houston Police Dept,113,103,10,Harris County,South Houston Police Dept
Texas,"Grayson County - Us Marshal, Sherman, Edtx",110,18,92,Grayson County,"Us Marshal, Sherman, Edtx"
Texas,Van Zandt County - Van Zandt County Sheriff's Dept,108,71,37,Van Zandt County,Van Zandt County Sheriff's Dept
Texas,Haskell County - Rolling Plains Detention Center,108,71,37,Haskell County,Rolling Plains Detention Center
Texas,Orange County - Orange County Sheriff,108,68,40,Orange County,Orange County Sheriff
Texas,Gray County - Gray County Sheriff,108,37,71,Gray County,Gray County Sheriff
Texas,Tarrant County - Fort Worth Police Dept,108,73,35,Tarrant County,Fort Worth Police Dept
Texas,Harris County - City Of Webster Police Dept.,107,96,11,Harris County,City Of Webster Police Dept.
Texas,Gaines County - Gaines County Sheriff,106,31,75,Gaines County,Gaines County Sheriff
Texas,Willacy County - Willacy County Sheriff,105,48,57,Willacy County,Willacy County Sheriff
Texas,Panola County - Panola County Jail,104,66,38,Panola County,Panola County Jail
Texas,Hudspeth County - Hudspeth County Jail,102,59,43,Hudspeth County,Hudspeth County Jail
Texas,"Potter County - Us Marshals, N District Tx",101,34,67,Potter County,"Us Marshals, N District Tx"
Texas,Jefferson County - Beaumont Fed.Corr.Ctr,101,50,51,Jefferson County,Beaumont Fed.Corr.Ctr
Texas,Fannin County - Fannin County Jail,100,24,76,Fannin County,Fannin County Jail
Texas,Bailey County - Bailey County Sheriff,98,36,62,Bailey County,Bailey County Sheriff
Texas,Matagorda County - Matagorda County Sheriff,97,63,34,Matagorda County,Matagorda County Sheriff
Texas,Harris County - Baytown Police Dept.,93,77,16,Harris County,Baytown Police Dept.
Texas,Hudspeth County - West Texas Detention Facility,89,57,32,Hudspeth County,West Texas Detention Facility
Texas,Hockley County - Hockley County Jail,89,22,67,Hockley County,Hockley County Jail
Texas,Galveston County - League City Police Dept.,88,76,12,Galveston County,League City Police Dept.
Texas,Willacy County - Willacy County Detention Center,87,23,64,Willacy County,Willacy County Detention Center
Texas,Winkler County - Winkler County Jail,87,38,49,Winkler County,Winkler County Jail
Texas,Lamar County - Lamar County Jail,86,56,30,Lamar County,Lamar County Jail
Texas,Dallas County - Addison Police Dept.,86,61,25,Dallas County,Addison Police Dept.
Texas,Harris County - Hedwig Police Dept.,84,72,12,Harris County,Hedwig Police Dept.
Texas,Bandera County - Bandera County Jail,82,45,37,Bandera County,Bandera County Jail
Texas,Bowie County - Bowie County Jail,81,28,53,Bowie County,Bowie County Jail
Texas,Hidalgo County - La Joya Police Dept.,79,35,44,Hidalgo County,La Joya Police Dept.
Texas,Uvalde County - Uvalde County Jail,79,15,64,Uvalde County,Uvalde County Jail
Texas,Castro County - Castro County Sheriff,78,31,47,Castro County,Castro County Sheriff
Texas,Tarrant County - Haltom City Jail,78,55,23,Tarrant County,Haltom City Jail
Texas,Hidalgo County - Sullivan City Police Dept.,76,38,38,Hidalgo County,Sullivan City Police Dept.
Texas,Karnes County - Karnes Correctional Center,74,32,42,Karnes County,Karnes Correctional Center
Texas,Cameron County - South Padre Island Police Dept.,73,51,22,Cameron County,South Padre Island Police Dept.
Texas,Cherokee County - Cherokee County Jail,72,45,27,Cherokee County,Cherokee County Jail
Texas,Fayette County - Fayette County Jail,72,36,36,Fayette County,Fayette County Jail
Texas,San Saba County - San Saba County Jail,70,18,52,San Saba County,San Saba County Jail
Texas,Bexar County - San Antonio DRO Hold Room,69,50,19,Bexar County,San Antonio DRO Hold Room
Texas,"Collin County - Us Marshal, Plano, Edtx",69,13,56,Collin County,"Us Marshal, Plano, Edtx"
Texas,Bexar County - Wackenhut Facility,68,28,40,Bexar County,Wackenhut Facility
Texas,Upshur County - Upshur County Jail,67,26,41,Upshur County,Upshur County Jail
Texas,Collin County - Allen Police Dept.,67,49,18,Collin County,Allen Police Dept.
Texas,Victoria County - Victoria County Jail,66,40,26,Victoria County,Victoria County Jail
Texas,Leon County - Leon County Sheriff,64,31,33,Leon County,Leon County Sheriff
Texas,"Smith County - Us Marshal, Tyler, Edtx",62,13,49,Smith County,"Us Marshal, Tyler, Edtx"
Texas,Harris County - Humble Police Dept.,60,45,15,Harris County,Humble Police Dept.
Texas,Terry County - Terry County Jail,59,18,41,Terry County,Terry County Jail
Texas,Camp County - Camp County Jail,58,42,16,Camp County,Camp County Jail
Texas,Milam County - Milam County Sheriff,58,34,24,Milam County,Milam County Sheriff
Texas,Presidio County - Presidio County Jail,56,34,22,Presidio County,Presidio County Jail
Texas,Frio County - South Texas Contract Detention Facil,55,31,24,Frio County,South Texas Contract Detention Facil
Texas,Webb County - Laredo Processing Center,54,8,46,Webb County,Laredo Processing Center
Texas,Fort Bend County - Sugar Land Police Dept.,54,49,5,Fort Bend County,Sugar Land Police Dept.
Texas,Wood County - Wood County Jail,54,30,24,Wood County,Wood County Jail
Texas,Yoakum County - Yoakum County Jail,54,9,45,Yoakum County,Yoakum County Jail
Texas,Hutchinson County - Hutchinson County Sheriff,54,25,29,Hutchinson County,Hutchinson County Sheriff
Texas,Aransas County - Aransas County Sheriff,53,38,15,Aransas County,Aransas County Sheriff
Texas,Hardin County - Hardin County Jail,53,36,17,Hardin County,Hardin County Jail
Texas,Howard County - Howard County Sheriff,53,6,47,Howard County,Howard County Sheriff
Texas,Brooks County - Brooks County Detention Center,51,17,34,Brooks County,Brooks County Detention Center
Texas,Concho County - Eden Hold Room,51,41,10,Concho County,Eden Hold Room
Texas,Bell County - Killeen Police Dept.,51,10,41,Bell County,Killeen Police Dept.
Texas,Grimes County - Grimes County Sheriff's Dept.,48,29,19,Grimes County,Grimes County Sheriff's Dept.
Texas,Tarrant County - Keller Police Dept.,48,34,14,Tarrant County,Keller Police Dept.
Texas,Hidalgo County - Hidalgo Police Department,48,25,23,Hidalgo County,Hidalgo Police Department
Texas,Shelby County - Center Police Dept.,48,38,10,Shelby County,Center Police Dept.
Texas,Madison County - Madison County Sheriff,47,27,20,Madison County,Madison County Sheriff
Texas,Harris County - La Porte Police Dept.,47,37,10,Harris County,La Porte Police Dept.
Texas,El Paso County - Rogelio Sanchez Facility,46,11,35,El Paso County,Rogelio Sanchez Facility
Texas,Lamb County - Lamb County Sheriff,46,15,31,Lamb County,Lamb County Sheriff
Texas,Montgomery County - Montgomery County Sheriff,46,33,13,Montgomery County,Montgomery County Sheriff
Texas,Dickens County - Dickens County Det. Center,46,25,21,Dickens County,Dickens County Det. Center
Texas,Llano County - Llano County Jail,45,17,28,Llano County,Llano County Jail
Texas,Nolan County - Nolan County Sheriff,44,1,43,Nolan County,Nolan County Sheriff
Texas,Scurry County - Scurry County Sheriff,43,11,32,Scurry County,Scurry County Sheriff
Texas,Bexar County - Abraxas-H Garcia Center,42,2,40,Bexar County,Abraxas-H Garcia Center
Texas,Dallas County - Rowlett Police Dept.,42,25,17,Dallas County,Rowlett Police Dept.
Texas,Burleson County - Burleson County Jail,42,29,13,Burleson County,Burleson County Jail
Texas,Nueces County - Coastal Bend Detention Center,41,32,9,Nueces County,Coastal Bend Detention Center
Texas,Comanche County - Comanche Co Law Enfor Ctr,41,27,14,Comanche County,Comanche Co Law Enfor Ctr
Texas,Red River County - Red River County Jail,41,30,11,Red River County,Red River County Jail
Texas,Dallas County - Balch Springs Police Dept.,41,19,22,Dallas County,Balch Springs Police Dept.
Texas,Harris County - Tomball Police Dept.,40,38,2,Harris County,Tomball Police Dept.
Texas,Cameron County - La Feria Police Department,40,25,15,Cameron County,La Feria Police Department
Texas,Zavala County - Zavala County Jail,39,5,34,Zavala County,Zavala County Jail
Texas,"Brooks County - Brooks County Jail, (Sheriff)",38,15,23,Brooks County,"Brooks County Jail, (Sheriff)"
Texas,Anderson County - Anderson County Jail,38,22,16,Anderson County,Anderson County Jail
Texas,Galveston County - Dickinson Police Dept.,37,30,7,Galveston County,Dickinson Police Dept.
Texas,La Salle County - LaSalle County Jail,36,2,34,La Salle County,LaSalle County Jail
Texas,Palo Pinto County - Palo Pinto County Jail,36,2,34,Palo Pinto County,Palo Pinto County Jail
Texas,Young County - Young County Sheriff,36,,36,Young County,Young County Sheriff
Texas,Hall County - Hall County Sheriff,36,19,17,Hall County,Hall County Sheriff
Texas,Harris County - Harris County Juvenile,36,20,16,Harris County,Harris County Juvenile
Texas,Erath County - Erath County Jail,36,20,16,Erath County,Erath County Jail
Texas,Shelby County - Shelby County Sheriff,35,18,17,Shelby County,Shelby County Sheriff
Texas,Tyler County - Tyler County Sheriff,34,19,15,Tyler County,Tyler County Sheriff
Texas,Hemphill County - Hemphill County Sheriff,33,14,19,Hemphill County,Hemphill County Sheriff
Texas,Jackson County - Jackson County Jail,32,16,16,Jackson County,Jackson County Jail
Texas,Calhoun County - Calhoun County Jail,32,18,14,Calhoun County,Calhoun County Jail
Texas,Dimmit County - Dimmit County Jail Ben Murray Lec,31,9,22,Dimmit County,Dimmit County Jail Ben Murray Lec
Texas,Wheeler County - Wheeler County Sheriff,31,10,21,Wheeler County,Wheeler County Sheriff
Texas,Franklin County - Franklin County Jail,31,15,16,Franklin County,Franklin County Jail
Texas,San Jacinto County - San Jacinto County Sheriff,31,22,9,San Jacinto County,San Jacinto County Sheriff
Texas,Denton County - The Colony Police Dept.,31,21,10,Denton County,The Colony Police Dept.
Texas,Houston County - Houston County Sheriff,31,20,11,Houston County,Houston County Sheriff
Texas,Duval County - Duval County Jail,31,9,22,Duval County,Duval County Jail
Texas,Coryell County - Linda Woodmansjf,30,13,17,Coryell County,Linda Woodmansjf
Texas,"Reeves County - Us Marshals, Pecos Tx",30,20,10,Reeves County,"Us Marshals, Pecos Tx"
Texas,Brown County - Brown County Sheriff,29,6,23,Brown County,Brown County Sheriff
Texas,Brazoria County - Clute Police Dept.,29,19,10,Brazoria County,Clute Police Dept.
Texas,Kimble County - Kimble County Jail,28,5,23,Kimble County,Kimble County Jail
Texas,Harris County - Bellaire Police Dept.,28,17,11,Harris County,Bellaire Police Dept.
