State,Jurisdiction,All,Yes,No,County,Facility
Florida,Hardee County - Hardee County Jail,340,219,121,Hardee County,Hardee County Jail
Florida,Leon County - Leon County Jail,333,187,146,Leon County,Leon County Jail
Florida,Nassau County - Nassau County Jail,311,165,146,Nassau County,Nassau County Jail
Florida,Charlotte County - Charlotte County Jail,295,123,172,Charlotte County,Charlotte County Jail
Florida,Walton County - Walton County D.O.C.,262,130,132,Walton County,Walton County D.O.C.
Florida,Jackson County - Marianna Fed.Corr.Inst.,248,119,129,Jackson County,Marianna Fed.Corr.Inst.
Florida,St. Johns County - St. John's County Jail,242,141,101,St. Johns County,St. John's County Jail
Florida,"Miami-Dade County - Us Marshals,s.Dist.Fl",205,28,177,Miami-Dade County,"Us Marshals,s.Dist.Fl"
Florida,Hernando County - Hernando County Jail,203,99,104,Hernando County,Hernando County Jail
Florida,Levy County - Levy County Jail,189,115,74,Levy County,Levy County Jail
Florida,Broward County - Broward Correctional,187,112,75,Broward County,Broward Correctional
Florida,Suwannee County - Suwannee County Jail,186,135,51,Suwannee County,Suwannee County Jail
Florida,Bay County - Bay County,179,109,70,Bay County,Bay County
Florida,Bay County - Bay County,179,109,70,Bay County,Bay County
Florida,Gadsden County - Gadsden County Jail,143,100,43,Gadsden County,Gadsden County Jail
Florida,Flagler County - Flagler County Jail,141,92,49,Flagler County,Flagler County Jail
Florida,Putnam County - Putman County Jail,121,74,47,Putnam County,Putman County Jail
Florida,Miami-Dade County - Metro Dade Jail,117,62,55,Miami-Dade County,Metro Dade Jail
Florida,"Marion County - Florida Corr Inst, Lowell",109,61,48,Marion County,"Florida Corr Inst, Lowell"
Florida,DeSoto County - Desoto Correctional,99,64,35,DeSoto County,Desoto Correctional
Florida,Columbia County - Columbia County Jail,96,49,47,Columbia County,Columbia County Jail
Florida,Santa Rosa County - Santa Rosa County Jail,96,48,48,Santa Rosa County,Santa Rosa County Jail
Florida,Hamilton County - Hamilton County Jail,93,57,36,Hamilton County,Hamilton County Jail
Florida,Glades County - Glades County Detention Center,90,49,41,Glades County,Glades County Detention Center
Florida,Baker County - Baker County Sheriff Department.,83,45,38,Baker County,Baker County Sheriff Department.
Florida,Jackson County - Jackson County Jail,78,60,18,Jackson County,Jackson County Jail
Florida,Miami-Dade County - Evergaldes Corr. Institution,77,32,45,Miami-Dade County,Evergaldes Corr. Institution
Florida,Hillsborough County - Hilsborough Correctional,72,25,47,Hillsborough County,Hilsborough Correctional
Florida,Miami-Dade County - Dade Correctional Institution,64,27,37,Miami-Dade County,Dade Correctional Institution
Florida,Gilchrist County - Gilchrist County Jail,54,33,21,Gilchrist County,Gilchrist County Jail
Florida,Bradford County - Bradford County Jail,47,26,21,Bradford County,Bradford County Jail
Florida,Citrus County - Citrus County Jail,42,22,20,Citrus County,Citrus County Jail
Florida,Broward County - Miami District Office Holding Fac,39,17,22,Broward County,Miami District Office Holding Fac
Florida,Wakulla County - Wakulla County Jail,38,23,15,Wakulla County,Wakulla County Jail
Florida,Manatee County - Bradenton Detention Center,37,26,11,Manatee County,Bradenton Detention Center
Florida,Sumter County - Sumter Correctional,37,26,11,Sumter County,Sumter Correctional
Florida,Palm Beach County - South Bay Correctional Facilit,32,13,19,Palm Beach County,South Bay Correctional Facilit
Florida,Calhoun County - Calhoun Correctional Institution,31,15,16,Calhoun County,Calhoun Correctional Institution
Florida,Okeechobee County - Okeechobee Corr. Institution,30,12,18,Okeechobee County,Okeechobee Corr. Institution
Florida,Madison County - Madison County Jail,29,17,12,Madison County,Madison County Jail
Florida,Highlands County - Avon Park Correctional,28,20,8,Highlands County,Avon Park Correctional
Florida,Lafayette County - Lafayette County Jail,27,15,12,Lafayette County,Lafayette County Jail
Florida,Union County - Reception And Medical Center,25,3,22,Union County,Reception And Medical Center
Florida,"Charlotte County - Charlotte Ci, Punta Gorda",25,9,16,Charlotte County,"Charlotte Ci, Punta Gorda"
Florida,Dixie County - Dixie County Jail,23,18,5,Dixie County,Dixie County Jail
Florida,Washington County - Washington County Jail,23,15,8,Washington County,Washington County Jail
Florida,Marion County - Marion Correctional Inst.,22,13,9,Marion County,Marion Correctional Inst.
Florida,Calhoun County - Calhoun County Jail,21,13,8,Calhoun County,Calhoun County Jail
Florida,"Orange County - Us Marshals-Orlando, Mid Dist Fl",21,9,12,Orange County,"Us Marshals-Orlando, Mid Dist Fl"
Florida,Holmes County - Holmes County Jail,20,8,12,Holmes County,Holmes County Jail
Florida,Gulf County - Gulf County Jail,19,8,11,Gulf County,Gulf County Jail
Florida,Broward County - Ft Lauderdale City Jail,18,7,11,Broward County,Ft Lauderdale City Jail
Florida,Union County - Northern Fl. Rec. Center,18,12,6,Union County,Northern Fl. Rec. Center
Florida,Martin County - Martin Correctional Institution,18,6,12,Martin County,Martin Correctional Institution
Florida,Brevard County - Brevard Correctional,15,12,3,Brevard County,Brevard Correctional
Florida,Polk County - Polk Correctional,14,9,5,Polk County,Polk Correctional
Florida,Escambia County - Pensacola Fpc,14,1,13,Escambia County,Pensacola Fpc
Florida,Hardee County - Hardee Correctional Institution,13,9,4,Hardee County,Hardee Correctional Institution
Florida,Lake County - Lake Correctional,13,8,5,Lake County,Lake Correctional
Florida,Taylor County - Taylor County Jail,13,6,7,Taylor County,Taylor County Jail
Florida,Duval County - Jacksonville Sub-Office Holding Fac,13,6,7,Duval County,Jacksonville Sub-Office Holding Fac
Florida,Liberty County - Liberty County Jail,12,10,2,Liberty County,Liberty County Jail
Florida,Hillsborough County - Tampa Hold Room,12,2,10,Hillsborough County,Tampa Hold Room
Florida,Hamilton County - Hamilton Correctional Institutio,12,2,10,Hamilton County,Hamilton Correctional Institutio
Florida,Union County - Union County Jail,11,4,7,Union County,Union County Jail
Florida,Jackson County - Appalachee Correctional,10,4,6,Jackson County,Appalachee Correctional
Florida,Columbia County - Lake City Correctional Instituti,10,7,3,Columbia County,Lake City Correctional Instituti
Florida,Franklin County - Franklin County Jail,10,9,1,Franklin County,Franklin County Jail
Florida,Miami-Dade County - Homestead Correctional Institu,10,2,8,Miami-Dade County,Homestead Correctional Institu
Florida,Gulf County - Gulf Correctional Institution,9,2,7,Gulf County,Gulf Correctional Institution
Florida,Taylor County - Taylor Correctional Institution,9,1,8,Taylor County,Taylor Correctional Institution
Florida,Santa Rosa County - Blackwater River Corr. Fac.,9,6,3,Santa Rosa County,Blackwater River Corr. Fac.
Florida,Columbia County - Columbia Correctional Institutio,7,1,6,Columbia County,Columbia Correctional Institutio
Florida,Volusia County - Tomoka,7,5,2,Volusia County,Tomoka
Florida,Madison County - Madison Correctional Institution,7,1,6,Madison County,Madison Correctional Institution
Florida,Union County - New River C. I.,7,2,5,Union County,New River C. I.
Florida,Palm Beach County - Glades Correctional,7,2,5,Palm Beach County,Glades Correctional
Florida,Escambia County - Century Correctional Institution,7,1,6,Escambia County,Century Correctional Institution
Florida,Jackson County - Jackson Correctional Institution,7,4,3,Jackson County,Jackson Correctional Institution
Florida,Lafayette County - Mayo Correctional,7,1,6,Lafayette County,Mayo Correctional
Florida,Leon County - Tallahassee Hold Room,6,1,5,Leon County,Tallahassee Hold Room
Florida,Union County - Reception And Medical Center-West,6,,6,Union County,Reception And Medical Center-West
Florida,Jefferson County - Jefferson County Jail,6,4,2,Jefferson County,Jefferson County Jail
Florida,Santa Rosa County - Santa Rosa Corr. Institution,5,2,3,Santa Rosa County,Santa Rosa Corr. Institution
Florida,Liberty County - Liberty Correctional Institution,5,1,4,Liberty County,Liberty Correctional Institution
Florida,Palm Beach County - Palms West Hospital,4,4,,Palm Beach County,Palms West Hospital
Florida,Orange County - Orlando Hold Room,4,1,3,Orange County,Orlando Hold Room
Florida,Gulf County - Gulf Corr. Institution-Annex,3,1,2,Gulf County,Gulf Corr. Institution-Annex
Florida,Jefferson County - Jefferson Correctional Institut,3,,3,Jefferson County,Jefferson Correctional Institut
Florida,"Bradford County - Florida St. Pris.,starke",3,1,2,Bradford County,"Florida St. Pris.,starke"
Florida,Columbia County - Columbia Annex-Work Camp,3,1,2,Columbia County,Columbia Annex-Work Camp
Florida,Wakulla County - Wakulla Correctional Institution,3,,3,Wakulla County,Wakulla Correctional Institution
Florida,Glades County - Glades Co. Detention Center Female,3,2,1,Glades County,Glades Co. Detention Center Female
Florida,Union County - Union C. I.,3,,3,Union County,Union C. I.
Florida,Miami-Dade County - Women's Detention Center,3,3,,Miami-Dade County,Women's Detention Center
Florida,Hamilton County - Hamilton Corr. Inst.-Annex,3,,3,Hamilton County,Hamilton Corr. Inst.-Annex
Florida,Broward County - Broward Transitional Contract Det,3,2,1,Broward County,Broward Transitional Contract Det
Florida,Pasco County - Zephyrhills Corr. Institution,3,2,1,Pasco County,Zephyrhills Corr. Institution
Florida,Sumter County - Bop Coleman Med Fci,3,,3,Sumter County,Bop Coleman Med Fci
Florida,Baker County - Baker C. I.,2,,2,Baker County,Baker C. I.
Florida,Dixie County - Cross City Correctional,2,2,,Dixie County,Cross City Correctional
Florida,Broward County - Broward General Medical Center,2,,2,Broward County,Broward General Medical Center
Florida,Miami-Dade County - Krome/Miami Hub,2,1,1,Miami-Dade County,Krome/Miami Hub
Florida,Broward County - Miami Border Patrol,1,,1,Broward County,Miami Border Patrol
Florida,Orange County - Bop Orlando Ccm,1,,1,Orange County,Bop Orlando Ccm
Florida,Indian River County - Indian River Corr. Instituti,1,,1,Indian River County,Indian River Corr. Instituti
Florida,Gadsden County - Quincy Annex,1,1,,Gadsden County,Quincy Annex
Florida,Holmes County - Holmes Correctional Institution,1,1,,Holmes County,Holmes Correctional Institution
Florida,Miami-Dade County - Larkin Hospital,1,,1,Miami-Dade County,Larkin Hospital
Florida,Miami-Dade County - Miami Staging Facility,1,1,,Miami-Dade County,Miami Staging Facility
Florida,Jackson County - Graceville Correctional Facility,1,,1,Jackson County,Graceville Correctional Facility
Florida,Wakulla County - Wakulla Annex,1,1,,Wakulla County,Wakulla Annex
